# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
datenop	SUBST	N	N	N	KF	NLM	3	R	# PIV:datenopo
davali	SUBST	N	N	N	KF	NLM	3	R	# PIV:davalio
dazipedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dazipedoj
dazipodedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dazipodedoj
daŭfen	SUBST	N	N	N	KF	NLM	3	R	# PIV:daŭfeno
daŭk	SUBST	N	N	N	KF	NLM	3	R	# PIV:daŭko
debil	ADJ	N	N	N	KF	NLM	3	R	# PIV:debila
debilec	SUBST	N	N	N	KF	NLM	3	R	# PIV:debileco
debilig	ADJ	N	N	N	KF	NLM	3	R	# PIV:debiliga
defensej	SUBST	N	N	N	KF	NLM	3	R	# PIV:defensejo
defens	VERBO	N	X	N	KF	NLM	3	R	# PIV:defensi
defet	VERBO	N	X	N	KF	NLM	3	R	# PIV:defeti
defetist	SUBST	N	N	N	KF	NLM	3	R	# PIV:defetisto
deikt	SUBST	N	N	N	KF	NLM	3	R	# PIV:deikto
dej	SUBST	N	N	N	KF	NLM	3	R	# PIV:dejo
dekadenĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekadenĉo
dekalin	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekalino
dekapodoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekapodoj
dekat	VERBO	N	X	N	KF	NLM	3	R	# PIV:dekati
dekatlon	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekatlono
dekil	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekilo
dekubit	SUBST	N	N	N	KF	NLM	3	R	# PIV:dekubito
delekt	VERBO	N	X	N	KF	NLM	3	R	# PIV:delekti
delektind	ADJ	N	N	N	KF	NLM	3	R	# PIV:delektinda
delektiĝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:delektiĝi
deleĝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:deleĝi
deliktint	SUBST	N	N	N	KF	NLM	3	R	# PIV:deliktinto
delonik	SUBST	N	N	N	KF	NLM	3	R	# PIV:deloniko
deltametal	SUBST	N	N	N	KF	NLM	3	R	# PIV:deltametalo
deltaplan	SUBST	N	N	N	KF	NLM	3	R	# PIV:deltaplano
demagoĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:demagoĝo
demimond	SUBST	N	N	N	KF	NLM	3	R	# PIV:demimondo
demiurg	SUBST	N	N	N	KF	NLM	3	R	# PIV:demiurgo
demodeks	SUBST	N	N	N	KF	NLM	3	R	# PIV:demodekso
demodeksoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:demodeksozo
demonologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:demonologio
dendrit	SUBST	N	N	N	KF	NLM	3	R	# PIV:dendrito
dendrokronologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:dendrokronologio
dendrokronolog	SUBST	N	N	N	KF	NLM	3	R	# PIV:dendrokronologo
dendrolag	SUBST	N	N	N	KF	NLM	3	R	# PIV:dendrolago
dendrologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:dendrologio
deng	SUBST	N	N	N	KF	NLM	3	R	# PIV:dengo
denotaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:denotacio
densometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:densometrio
densteti	SUBST	N	N	N	KF	NLM	3	R	# PIV:denstetio
dentin	SUBST	N	N	N	KF	NLM	3	R	# PIV:dentino
dentiz	VERBO	N	X	N	KF	NLM	3	R	# PIV:dentizi
dentizil	SUBST	N	N	N	KF	NLM	3	R	# PIV:dentizilo
dentumit	ADJ	N	N	N	KF	NLM	3	R	# PIV:dentumita
dentum	SUBST	N	N	N	KF	NLM	3	R	# PIV:dentumo
deodar	SUBST	N	N	N	KF	NLM	3	R	# PIV:deodaro
deoks	VERBO	N	X	N	KF	NLM	3	R	# PIV:deoksi
deontologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:deontologio
deploj	VERBO	N	X	N	KF	NLM	3	R	# PIV:deploji
depravaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:depravacio
deprecad	SUBST	N	N	N	KF	NLM	3	R	# PIV:deprecado
deprec	VERBO	N	X	N	KF	NLM	3	R	# PIV:depreci
deprec	SUBST	N	N	N	KF	NLM	3	R	# PIV:depreco
depresi	ADJ	N	N	N	KF	NLM	3	R	# PIV:depresia
depresor	ADJ	N	N	N	KF	NLM	3	R	# PIV:depresora
dermapteroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dermapteroj
dermat	SUBST	N	N	N	KF	NLM	3	R	# PIV:dermato
dermest	SUBST	N	N	N	KF	NLM	3	R	# PIV:dermesto
dermopteroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dermopteroj
der	SUBST	N	N	N	KF	NLM	3	R	# PIV:dero
desapontiĝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:desapontiĝi
desmosom	SUBST	N	N	N	KF	NLM	3	R	# PIV:desmosomo
desper	SUBST	N	N	N	KF	NLM	3	R	# PIV:despero
detempr	SUBST	N	N	N	KF	NLM	3	R	# PIV:detempro
detonaciig	VERBO	N	X	N	KF	NLM	3	R	# PIV:detonaciigi
detonaciigil	SUBST	N	N	N	KF	NLM	3	R	# PIV:detonaciigilo
detonaciiv	SUBST	N	N	N	KF	NLM	3	R	# PIV:detonaciivo
detrit	ADJ	N	N	N	KF	NLM	3	R	# PIV:detrita
detrit	SUBST	N	N	N	KF	NLM	3	R	# PIV:detrito
deviaciism	SUBST	N	N	N	KF	NLM	3	R	# PIV:deviaciismo
deviaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:deviacio
dezajn	VERBO	N	X	N	KF	NLM	3	R	# PIV:dezajni
dezajnist	SUBST	N	N	N	KF	NLM	3	R	# PIV:dezajnisto
dezajn	SUBST	N	N	N	KF	NLM	3	R	# PIV:dezajno
deŭteromicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:deŭteromicetoj
d	VERBO	N	X	N	KF	NLM	3	R	# PIV:di
diafanoskopi	SUBST	N	N	N	KF	NLM	3	R	# PIV:diafanoskopio
diagenez	SUBST	N	N	N	KF	NLM	3	R	# PIV:diagenezo
diagnostik	SUBST	N	N	N	KF	NLM	3	R	# PIV:diagnostiko
diagnozik	SUBST	N	N	N	KF	NLM	3	R	# PIV:diagnoziko
diaklaz	SUBST	N	N	N	KF	NLM	3	R	# PIV:diaklazo
diakrit	ADJ	N	N	N	KF	NLM	3	R	# PIV:diakrita
diakron	ADJ	N	N	N	KF	NLM	3	R	# PIV:diakrona
dialef	SUBST	N	N	N	KF	NLM	3	R	# PIV:dialefo
dialipetaloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dialipetaloj
dialoĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:dialoĝo
diapaŭz	SUBST	N	N	N	KF	NLM	3	R	# PIV:diapaŭzo
diapedez	SUBST	N	N	N	KF	NLM	3	R	# PIV:diapedezo
diapsidoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:diapsidoj
diaspor	SUBST	N	N	N	KF	NLM	3	R	# PIV:diasporo
diastrofism	SUBST	N	N	N	KF	NLM	3	R	# PIV:diastrofismo
diatomeoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:diatomeoj
diatomit	SUBST	N	N	N	KF	NLM	3	R	# PIV:diatomito
diaz	SUBST	N	N	N	KF	NLM	3	R	# PIV:diazo
diazometan	SUBST	N	N	N	KF	NLM	3	R	# PIV:diazometano
diazoniig	VERBO	N	X	N	KF	NLM	3	R	# PIV:diazoniigi
diazoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:diazonio
didaskali	SUBST	N	N	N	KF	NLM	3	R	# PIV:didaskalio
didelfedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:didelfedoj
didim	SUBST	N	N	N	KF	NLM	3	R	# PIV:didimo
dien	SUBST	N	N	N	KF	NLM	3	R	# PIV:dieno
dieŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:dieŝo
difenbaki	SUBST	N	N	N	KF	NLM	3	R	# PIV:difenbakio
difeomorf	ADJ	N	N	N	KF	NLM	3	R	# PIV:difeomorfa
difeomorfi	ADJ	N	N	N	KF	NLM	3	R	# PIV:difeomorfia
difeomorfi	SUBST	N	N	N	KF	NLM	3	R	# PIV:difeomorfio
difeomorf	SUBST	N	N	N	KF	NLM	3	R	# PIV:difeomorfo
difilobotri	SUBST	N	N	N	KF	NLM	3	R	# PIV:difilobotrio
diftonĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:diftonĝo
digam	SUBST	N	N	N	KF	NLM	3	R	# PIV:digamo
digestuj	SUBST	N	N	N	KF	NLM	3	R	# PIV:digestujo
digitari	SUBST	N	N	N	KF	NLM	3	R	# PIV:digitario
digitoksin	SUBST	N	N	N	KF	NLM	3	R	# PIV:digitoksino
digitopunktur	SUBST	N	N	N	KF	NLM	3	R	# PIV:digitopunkturo
diglosi	SUBST	N	N	N	KF	NLM	3	R	# PIV:diglosio
digresi	SUBST	N	N	N	KF	NLM	3	R	# PIV:digresio
dikarion	SUBST	N	N	N	KF	NLM	3	R	# PIV:dikariono
dikotiledonoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dikotiledonoj
dikotom	ADJ	N	N	N	KF	NLM	3	R	# PIV:dikotoma
dikotomec	SUBST	N	N	N	KF	NLM	3	R	# PIV:dikotomeco
dikro	ADJ	N	N	N	KF	NLM	3	R	# PIV:dikroa
dikroec	SUBST	N	N	N	KF	NLM	3	R	# PIV:dikroeco
dikroism	SUBST	N	N	N	KF	NLM	3	R	# PIV:dikroismo
diktiosomar	SUBST	N	N	N	KF	NLM	3	R	# PIV:diktiosomaro
diktiosom	SUBST	N	N	N	KF	NLM	3	R	# PIV:diktiosomo
dilatator	SUBST	N	N	N	KF	NLM	3	R	# PIV:dilatatoro
dilatuj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dilatujo
dileni	SUBST	N	N	N	KF	NLM	3	R	# PIV:dilenio
diminuend	SUBST	N	N	N	KF	NLM	3	R	# PIV:diminuendo
diminu	VERBO	N	X	N	KF	NLM	3	R	# PIV:diminui
dimorf	ADJ	N	N	N	KF	NLM	3	R	# PIV:dimorfa
dimorfec	SUBST	N	N	N	KF	NLM	3	R	# PIV:dimorfeco
dimorfism	SUBST	N	N	N	KF	NLM	3	R	# PIV:dimorfismo
diodont	SUBST	N	N	N	KF	NLM	3	R	# PIV:diodonto
diofant	ADJ	N	N	N	KF	NLM	3	R	# PIV:diofanta
dioksan	SUBST	N	N	N	KF	NLM	3	R	# PIV:dioksano
diomede	SUBST	N	N	N	KF	NLM	3	R	# PIV:diomedeo
dione	SUBST	N	N	N	KF	NLM	3	R	# PIV:dioneo
dioptr	SUBST	N	N	N	KF	NLM	3	R	# PIV:dioptro
diorit	SUBST	N	N	N	KF	NLM	3	R	# PIV:diorito
dioskorein	SUBST	N	N	N	KF	NLM	3	R	# PIV:dioskoreino
dioskore	SUBST	N	N	N	KF	NLM	3	R	# PIV:dioskoreo
diospir	SUBST	N	N	N	KF	NLM	3	R	# PIV:diospiro
diploid	ADJ	N	N	N	KF	NLM	3	R	# PIV:diploida
diplokok	SUBST	N	N	N	KF	NLM	3	R	# PIV:diplokoko
diplomologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:diplomologio
diplo	SUBST	N	N	N	KF	NLM	3	R	# PIV:diploo
diplopi	SUBST	N	N	N	KF	NLM	3	R	# PIV:diplopio
diplopodoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:diplopodoj
dipnoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dipnoj
dipodedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:dipodedoj
