# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
ergativ	SUBST	N	N	N	KF	NLM	3	R	# PIV:ergativo
ergonomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ergonomio
ergosterol	SUBST	N	N	N	KF	NLM	3	R	# PIV:ergosterolo
ergotoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:ergotozo
erigeron	SUBST	N	N	N	KF	NLM	3	R	# PIV:erigerono
erikacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:erikacoj
erinj	SUBST	N	N	N	KF	NLM	3	R	# PIV:erinjo
eritem	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritemo
eritren	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritreno
eritroblast	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritroblasto
eritroksil	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritroksilo
eritroni	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritronio
eritropoezin	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritropoezino
eritropoez	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritropoezo
eritroz	SUBST	N	N	N	KF	NLM	3	R	# PIV:eritrozo
erizifaloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:erizifaloj
erizif	SUBST	N	N	N	KF	NLM	3	R	# PIV:erizifo
erodi	SUBST	N	N	N	KF	NLM	3	R	# PIV:erodio
erofil	SUBST	N	N	N	KF	NLM	3	R	# PIV:erofilo
erot	ADJ	N	N	N	KF	NLM	3	R	# PIV:erota
erotism	SUBST	N	N	N	KF	NLM	3	R	# PIV:erotismo
erotiz	VERBO	N	X	N	KF	NLM	3	R	# PIV:erotizi
erot	SUBST	N	N	N	KF	NLM	3	R	# PIV:eroto
erotogen	ADJ	N	N	N	KF	NLM	3	R	# PIV:erotogena
erotologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:erotologio
erud	VERBO	N	X	N	KF	NLM	3	R	# PIV:erudi
esamen	VERBO	N	X	N	KF	NLM	3	R	# PIV:esameni
esamen	SUBST	N	N	N	KF	NLM	3	R	# PIV:esameno
escet	SUBST	N	N	N	KF	NLM	3	R	# PIV:esceto
eskalop	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskalopo
eskapism	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskapismo
eskar	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskaro
eskatologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskatologio
eskimum	VERBO	N	X	N	KF	NLM	3	R	# PIV:eskimumi
eskulin	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskulino
eskul	SUBST	N	N	N	KF	NLM	3	R	# PIV:eskulo
eskvizit	ADJ	N	N	N	KF	NLM	3	R	# PIV:eskvizita
esplanad	SUBST	N	N	N	KF	NLM	3	R	# PIV:esplanado
espoz	VERBO	N	X	N	KF	NLM	3	R	# PIV:espozi
espresaparat	SUBST	N	N	N	KF	NLM	3	R	# PIV:espresaparato
espresil	SUBST	N	N	N	KF	NLM	3	R	# PIV:espresilo
espresmaŝin	SUBST	N	N	N	KF	NLM	3	R	# PIV:espresmaŝino
espres	SUBST	N	N	N	KF	NLM	3	R	# PIV:espreso
espresomaŝin	SUBST	N	N	N	KF	NLM	3	R	# PIV:espresomaŝino
estec	SUBST	N	N	N	KF	NLM	3	R	# PIV:esteco
esteraz	SUBST	N	N	N	KF	NLM	3	R	# PIV:esterazo
estez	SUBST	N	N	N	KF	NLM	3	R	# PIV:estezo
estezometr	SUBST	N	N	N	KF	NLM	3	R	# PIV:estezometro
estiel	SUBST	N	N	N	KF	NLM	3	R	# PIV:estiel
estivaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:estivacio
estradiol	SUBST	N	N	N	KF	NLM	3	R	# PIV:estradiolo
etalon	SUBST	N	N	N	KF	NLM	3	R	# PIV:etalono
etanal	SUBST	N	N	N	KF	NLM	3	R	# PIV:etanalo
etan	SUBST	N	N	N	KF	NLM	3	R	# PIV:etano
etanolat	SUBST	N	N	N	KF	NLM	3	R	# PIV:etanolato
eten	SUBST	N	N	N	KF	NLM	3	R	# PIV:eteno
etilism	SUBST	N	N	N	KF	NLM	3	R	# PIV:etilismo
etimoloĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:etimoloĝo
etin	SUBST	N	N	N	KF	NLM	3	R	# PIV:etino
etiol	ADJ	N	N	N	KF	NLM	3	R	# PIV:etiola
etioloĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:etioloĝo
etlinger	SUBST	N	N	N	KF	NLM	3	R	# PIV:etlingero
etoks	VERBO	N	X	N	KF	NLM	3	R	# PIV:etoksi
etoksi	SUBST	N	N	N	KF	NLM	3	R	# PIV:etoksio
etoŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:etoŝo
etrioskop	SUBST	N	N	N	KF	NLM	3	R	# PIV:etrioskopo
etuv	VERBO	N	X	N	KF	NLM	3	R	# PIV:etuvi
etuv	SUBST	N	N	N	KF	NLM	3	R	# PIV:etuvo
etuz	SUBST	N	N	N	KF	NLM	3	R	# PIV:etuzo
evangeliz	VERBO	N	X	N	KF	NLM	3	R	# PIV:evangelizi
evaporit	SUBST	N	N	N	KF	NLM	3	R	# PIV:evaporito
evipan	SUBST	N	N	N	KF	NLM	3	R	# PIV:evipano
evolut	SUBST	N	N	N	KF	NLM	3	R	# PIV:evoluto
evolvent	SUBST	N	N	N	KF	NLM	3	R	# PIV:evolvento
evolŭ	VERBO	N	X	N	KF	NLM	3	R	# PIV:evolŭi
ezofagoskopi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ezofagoskopio
ezofagoskop	SUBST	N	N	N	KF	NLM	3	R	# PIV:ezofagoskopo
ezofaĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:ezofaĝo
ezokedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:ezokedoj
eĥolali	SUBST	N	N	N	KF	NLM	3	R	# PIV:eĥolalio
eŝolzi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŝolzio
eŭ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭ
eŭdajmonism	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭdajmonismo
eŭfaŭzi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭfaŭzio
eŭfaŭziuloj	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭfaŭziuloj
eŭfoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭfonio
eŭgeni	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭgenio
eŭglen	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭgleno
eŭkariot	ADJ	N	N	N	KF	NLM	3	R	# PIV:eŭkariota
eŭkariot	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭkarioto
eŭkariotoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭkariotoj
eŭklid	ADJ	N	N	N	KF	NLM	3	R	# PIV:eŭklida
eŭmetrop	ADJ	N	N	N	KF	NLM	3	R	# PIV:eŭmetropa
eŭmetropec	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭmetropeco
eŭpepsi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭpepsio
eŭpne	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭpneo
eŭripterigi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭripterigio
eŭritm	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭritmo
eŭtekt	SUBST	N	N	N	KF	NLM	3	R	# PIV:eŭtekto
f	ADJ	N	N	N	KF	NLM	3	R	# PIV:fa
faci	ADJ	N	N	N	KF	NLM	3	R	# PIV:facia
faci	SUBST	N	N	N	KF	NLM	3	R	# PIV:facio
fadu	SUBST	N	N	N	KF	NLM	3	R	# PIV:faduo
fagacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fagacoj
