# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
fenik	SUBST	N	N	N	KF	NLM	3	R	# PIV:feniko
fenikŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenikŝo
fenilen	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenileno
fenil	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenilo
fenolat	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenolato
fenotiazin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fenotiazino
feofitin	SUBST	N	N	N	KF	NLM	3	R	# PIV:feofitino
feofitoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:feofitoj
ferician	SUBST	N	N	N	KF	NLM	3	R	# PIV:fericiano
ferocian	SUBST	N	N	N	KF	NLM	3	R	# PIV:ferociano
ferut	ADJ	N	N	N	KF	NLM	3	R	# PIV:feruta
ferutad	SUBST	N	N	N	KF	NLM	3	R	# PIV:ferutado
ferut	VERBO	N	X	N	KF	NLM	3	R	# PIV:feruti
festec	SUBST	N	N	N	KF	NLM	3	R	# PIV:festeco
fibrilaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:fibrilacio
fibrinogen	SUBST	N	N	N	KF	NLM	3	R	# PIV:fibrinogeno
fibroin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fibroino
fikomicetoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fikomicetoj
fiktiv	SUBST	N	N	N	KF	NLM	3	R	# PIV:fiktivo
fikus	SUBST	N	N	N	KF	NLM	3	R	# PIV:fikuso
fikŝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:fikŝi
filarioz	SUBST	N	N	N	KF	NLM	3	R	# PIV:filariozo
file	SUBST	N	N	N	KF	NLM	3	R	# PIV:fileo
filikopsidoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:filikopsidoj
filit	SUBST	N	N	N	KF	NLM	3	R	# PIV:filito
filodendr	SUBST	N	N	N	KF	NLM	3	R	# PIV:filodendro
filodi	SUBST	N	N	N	KF	NLM	3	R	# PIV:filodio
filogenez	SUBST	N	N	N	KF	NLM	3	R	# PIV:filogenezo
filoloĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:filoloĝo
filopodoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:filopodoj
filosemitism	SUBST	N	N	N	KF	NLM	3	R	# PIV:filosemitismo
filosemit	SUBST	N	N	N	KF	NLM	3	R	# PIV:filosemito
filostomedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:filostomedoj
filostom	SUBST	N	N	N	KF	NLM	3	R	# PIV:filostomo
filtrum	SUBST	N	N	N	KF	NLM	3	R	# PIV:filtrumo
fimoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:fimozo
fin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fin
finanĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:finanĉo
fines	SUBST	N	N	N	KF	NLM	3	R	# PIV:fineso
fini	ADJ	N	N	N	KF	NLM	3	R	# PIV:finia
finiz	VERBO	N	X	N	KF	NLM	3	R	# PIV:finizi
finiŝ	VERBO	N	X	N	KF	NLM	3	R	# PIV:finiŝi
finiŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:finiŝo
fiol	SUBST	N	N	N	KF	NLM	3	R	# PIV:fiolo
firn	SUBST	N	N	N	KF	NLM	3	R	# PIV:firno
fistulin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fistulino
fitin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitino
fitis	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitiso
fit	SUBST	N	N	N	KF	NLM	3	R	# PIV:fito
fitoftor	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitoftoro
fitokrom	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitokromo
fitolak	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitolako
fitol	SUBST	N	N	N	KF	NLM	3	R	# PIV:fitolo
fizali	SUBST	N	N	N	KF	NLM	3	R	# PIV:fizalio
fiziognomik	SUBST	N	N	N	KF	NLM	3	R	# PIV:fiziognomiko
fizioloĝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:fizioloĝo
flagelant	SUBST	N	N	N	KF	NLM	3	R	# PIV:flagelanto
flameng	SUBST	N	N	N	KF	NLM	3	R	# PIV:flamengo
flameri	SUBST	N	N	N	KF	NLM	3	R	# PIV:flamerio
flamin	SUBST	N	N	N	KF	NLM	3	R	# PIV:flamino
flamumit	ADJ	N	N	N	KF	NLM	3	R	# PIV:flamumita
flankumit	ADJ	N	N	N	KF	NLM	3	R	# PIV:flankumita
flask	SUBST	N	N	N	KF	NLM	3	R	# PIV:flasko
flavin	SUBST	N	N	N	KF	NLM	3	R	# PIV:flavino
flavon	SUBST	N	N	N	KF	NLM	3	R	# PIV:flavono
flebotomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:flebotomio
flebotom	SUBST	N	N	N	KF	NLM	3	R	# PIV:flebotomo
fleksor	SUBST	N	N	N	KF	NLM	3	R	# PIV:fleksoro
fle	SUBST	N	N	N	KF	NLM	3	R	# PIV:fleo
flikum	VERBO	N	X	N	KF	NLM	3	R	# PIV:flikumi
fliŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:fliŝo
flogiston	SUBST	N	N	N	KF	NLM	3	R	# PIV:flogistono
floroglucinol	SUBST	N	N	N	KF	NLM	3	R	# PIV:floroglucinolo
flugipov	ADJ	N	N	N	KF	NLM	3	R	# PIV:flugipova
fluorescein	SUBST	N	N	N	KF	NLM	3	R	# PIV:fluoresceino
fokedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fokedoj
fokusdisec	SUBST	N	N	N	KF	NLM	3	R	# PIV:fokusdiseco
foliant	SUBST	N	N	N	KF	NLM	3	R	# PIV:folianto
foliklit	SUBST	N	N	N	KF	NLM	3	R	# PIV:foliklito
folikulin	SUBST	N	N	N	KF	NLM	3	R	# PIV:folikulino
foliot	SUBST	N	N	N	KF	NLM	3	R	# PIV:folioto
folul	SUBST	N	N	N	KF	NLM	3	R	# PIV:folulo
fondu	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonduo
fonetist	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonetisto
foni	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonio
fonofor	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonoforo
fonolit	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonolito
fonometri	SUBST	N	N	N	KF	NLM	3	R	# PIV:fonometrio
foradendr	SUBST	N	N	N	KF	NLM	3	R	# PIV:foradendro
foraminiferoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:foraminiferoj
formiat	SUBST	N	N	N	KF	NLM	3	R	# PIV:formiato
formiil	SUBST	N	N	N	KF	NLM	3	R	# PIV:formiilo
formi	SUBST	N	N	N	KF	NLM	3	R	# PIV:formio
foru	SUBST	N	N	N	KF	NLM	3	R	# PIV:foruo
fosfatemi	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfatemio
fosfatid	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfatido
fosfen	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfeno
fosfid	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfido
fosfin	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfino
fosfoni	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfonio
fosfo	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosfoo
fosforilad	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosforilado
fosforil	VERBO	N	X	N	KF	NLM	3	R	# PIV:fosforili
fosforil	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosforilo
fosgen	SUBST	N	N	N	KF	NLM	3	R	# PIV:fosgeno
fotogrametri	SUBST	N	N	N	KF	NLM	3	R	# PIV:fotogrametrio
foveet	SUBST	N	N	N	KF	NLM	3	R	# PIV:foveeto
fove	SUBST	N	N	N	KF	NLM	3	R	# PIV:foveo
fragari	SUBST	N	N	N	KF	NLM	3	R	# PIV:fragario
fraksinel	SUBST	N	N	N	KF	NLM	3	R	# PIV:fraksinelo
frakt	ADJ	N	N	N	KF	NLM	3	R	# PIV:frakta
frakt	SUBST	N	N	N	KF	NLM	3	R	# PIV:frakto
frame	SUBST	N	N	N	KF	NLM	3	R	# PIV:frameo
franciskanism	SUBST	N	N	N	KF	NLM	3	R	# PIV:franciskanismo
frandz	VERBO	N	X	N	KF	NLM	3	R	# PIV:frandzi
franĉ	VERBO	N	X	N	KF	NLM	3	R	# PIV:franĉi
franĉiz	SUBST	N	N	N	KF	NLM	3	R	# PIV:franĉizo
franĝipan	SUBST	N	N	N	KF	NLM	3	R	# PIV:franĝipano
frazeologiaĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:frazeologiaĵo
frazeologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:frazeologio
frazum	VERBO	N	X	N	KF	NLM	3	R	# PIV:frazumi
frenul	SUBST	N	N	N	KF	NLM	3	R	# PIV:frenulo
fr	VERBO	N	X	N	KF	NLM	3	R	# PIV:fri
fridigad	SUBST	N	N	N	KF	NLM	3	R	# PIV:fridigado
fridigil	SUBST	N	N	N	KF	NLM	3	R	# PIV:fridigilo
fridunu	SUBST	N	N	N	KF	NLM	3	R	# PIV:fridunuo
frig	ADJ	N	N	N	KF	NLM	3	R	# PIV:friga
friganedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:friganedoj
frigan	SUBST	N	N	N	KF	NLM	3	R	# PIV:frigano
frigid	ADJ	N	N	N	KF	NLM	3	R	# PIV:frigida
frigidec	SUBST	N	N	N	KF	NLM	3	R	# PIV:frigideco
frig	SUBST	N	N	N	KF	NLM	3	R	# PIV:frigo
frigori	SUBST	N	N	N	KF	NLM	3	R	# PIV:frigorio
frikand	SUBST	N	N	N	KF	NLM	3	R	# PIV:frikando
fringedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:fringedoj
frisk	ADJ	N	N	N	KF	NLM	3	R	# PIV:friska
friŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:friŝo
frogal	SUBST	N	N	N	KF	NLM	3	R	# PIV:frogalo
frog	SUBST	N	N	N	KF	NLM	3	R	# PIV:frogo
frok	SUBST	N	N	N	KF	NLM	3	R	# PIV:froko
frokul	SUBST	N	N	N	KF	NLM	3	R	# PIV:frokulo
frontal	ADJ	N	N	N	KF	NLM	3	R	# PIV:frontala
fruktologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:fruktologio
fruktoz	SUBST	N	N	N	KF	NLM	3	R	# PIV:fruktozo
