# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
dracen	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:draceno (dracaena plant genus Dracaena) # OK
drakocefal	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:drakocefalo (dragonhead plant genus Dracocephalum) # OK
drakon	VERBO	N	T	N	KF	NLM	4	R	# PIV:drakoni (to dragon: to dragoon) # OK
draĝe	SUBST	MEDIKAMENTO	N	N	KF	NLM	4	R	# PIV:draĝeo (dragée: coated pill) # OK
drimi	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:drimio (Drimia plant genus) # OK
drimis	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:drimiso (Drimys: winter's bark genus) # OK
driopterid	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:driopterido (wood fern genus Dryopteris) # OK
drol	ADJ	N	N	N	KF	NLM	4	R	# PIV:drola (droll, comical) # OK
dromice	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:dromiceo (African dormouse genus Graphiurus) # OK
dromi	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:dromio (dormouse genus Dryomys) # OK
drom	SUBST	N	N	N	KF	NLM	4	R	# PIV:dromo (dromos: ancient passage) # OK
drops	SUBST	N	N	N	KF	NLM	4	R	# PIV:dropso (dropsy: edema) # OK
drozofiled	SUBST	INSEKTO	N	N	KF	NLM	4	R	# PIV:drozofiledoj (fruit fly family Drosophilidae)
drum	SUBST	N	N	N	KF	NLM	4	R	# PIV:drumo (drum: Scottish ridge) # OK
duar	SUBST	N	N	N	KF	NLM	4	R	# PIV:duaro (douar: Arab settlement) # OK
duble	SUBST	N	N	N	KF	NLM	4	R	# PIV:dubleo (doublet: linguistics/clothing) # OK
duenj	SUBST	N	N	N	KF	NLM	4	R	# PIV:duenjo (duenna: chaperone) # OK
dufl	SUBST	N	N	N	KF	NLM	4	R	# PIV:duflo (duffel coat) # OK
dukdalb	SUBST	N	N	N	KF	NLM	4	R	# PIV:dukdalbo (dolphin: mooring post) # OK
dumdum	ADJ	N	N	N	KF	NLM	4	R	# PIV:dumduma (dum-dum: expanding bullet) # OK
dup	SUBST	N	N	N	KF	NLM	4	R	# PIV:dupo (dupe: victim) # OK
durativ	SUBST	GRAMATIKO	N	N	KF	NLM	4	R	# PIV:durativo (durative: grammatical aspect) # OK
duri	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:durio (durian fruit genus Durio) # OK
dutet	SUBST	N	N	N	KF	NLM	4	R	# PIV:duteto (duet: musical piece) # OK
duumvir	SUBST	N	N	N	KF	NLM	4	R	# PIV:duumviro (duumvir: Roman magistrate) # OK
east	SUBST	N	N	N	KF	NLM	4	R	# PIV:easto (East: geographical direction as noun) # OK
ebonac	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:ebonacoj (ebony family Ebenaceae)
ebulioskop	SUBST	MEZURILO	N	N	KF	NLM	4	R	# PIV:ebulioskopo (ebullioscope: boiling point apparatus) # OK
ecidi	SUBST	N	N	N	KF	NLM	4	R	# PIV:ecidio (aecidium: fungal structure) # OK
eci	SUBST	N	N	N	KF	NLM	4	R	# PIV:ecio (aecium: fungal structure) # OK
ecispor	SUBST	N	N	N	KF	NLM	4	R	# PIV:ecisporo (aeciospore: fungal spore) # OK
edentat	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:edentatoj (edentate mammals)
edil	SUBST	N	N	N	KF	NLM	4	R	# PIV:edilo (aedile: Roman official) # OK
efeb	SUBST	N	N	N	KF	NLM	4	R	# PIV:efebo (ephebe: Greek youth) # OK
efedrin	SUBST	KEMIAJXO	N	N	KF	NLM	4	R	# PIV:efedrino (ephedrine: alkaloid) # OK
efedr	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:efedro (ephedra plant genus) # OK
efelid	SUBST	N	N	N	KF	NLM	4	R	# PIV:efelido (ephelis: freckle) # OK
efemeropt	SUBST	INSEKTO	N	N	KF	NLM	4	R	# PIV:efemeropteroj (mayfly order Ephemeroptera)
