# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
bromeli	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:bromelio (bromeliad genus Bromelia) # OK
bromus	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:bromuso (brome grass genus Bromus) # OK
bronkoskopi	SUBST	N	N	N	KF	NLM	4	R	# PIV:bronkoskopio (bronchoscopy: medical procedure) # OK
bronkoskop	SUBST	MEZURILO	N	N	KF	NLM	4	R	# PIV:bronkoskopo (bronchoscope: medical instrument) # OK
brosm	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:brosmo (cusk fish genus Brosme) # OK
bruceloz	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:brucelozoj (brucellosis: disease)
brucin	SUBST	KEMIAJXO	N	N	KF	NLM	4	R	# PIV:brucino (brucine: alkaloid) # OK
brum	SUBST	N	N	N	KF	NLM	4	R	# PIV:brumo (haze, mist) # OK
brunfelsi	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:brunfelsio (plant genus Brunfelsia) # OK
brunjon	SUBST	N	N	N	KF	NLM	4	R	# PIV:brunjono (brunion: type of plum) # OK
brusoneti	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:brusonetio (paper mulberry genus Broussonetia) # OK
buad	VERBO	N	T	N	KF	NLM	4	R	# PIV:buadi (to sulk, pout) # OK
budle	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:budleo (butterfly bush genus Buddleja) # OK
bufon	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:bufono (toad genus Bufo) # OK
buftalm	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:buftalmo (plant genus Buphthalmum) # OK
bugl	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:buglo (bugle plant genus Ajuga) # OK
bujabes	SUBST	N	N	N	KF	NLM	4	R	# PIV:bujabeso (bouillabaisse: fish stew) # OK
bukcinator	SUBST	ANATOMIO	N	N	KF	NLM	4	R	# PIV:bukcinatoro (buccinator muscle) # OK
bukolik	SUBST	N	N	N	KF	NLM	4	R	# PIV:bukoliko (bucolic: pastoral poem) # OK
bukorak	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:bukorako (hornbill genus Buceros) # OK
bukŝ	SUBST	N	N	N	KF	NLM	4	R	# PIV:bukŝo (boxwood, buxus) # OK
bulimi	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:bulimio (bulimia: eating disorder) # OK
bull	SUBST	N	N	N	KF	NLM	4	R	# PIV:bullo (papal bull) # OK
bungar	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:bungaro (krait snake genus Bungarus) # OK
bupleŭr	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:bupleŭro (hare's ear plant genus Bupleurum) # OK
buprest	SUBST	INSEKTO	N	N	KF	NLM	4	R	# PIV:bupresto (jewel beetle family Buprestidae) # OK
burask	SUBST	N	N	N	KF	NLM	4	R	# PIV:burasko (burqa, burka) # OK
burg	SUBST	N	N	N	KF	NLM	4	R	# PIV:burgo (borough, fortified town) # OK
burjat	SUBST	N	N	N	KF	NLM	4	R	# PIV:burjato (Buryat: ethnic group) # OK
burk	SUBST	N	N	N	KF	NLM	4	R	# PIV:burko (burqa variant) # OK
burnuŝ	SUBST	N	N	N	KF	NLM	4	R	# PIV:burnuŝo (burnoose: hooded cloak) # OK
burserac	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:burseracoj (frankincense family Burseraceae)
burser	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:bursero (gumbo-limbo genus Bursera) # OK
bursit	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:bursito (bursitis: inflammation) # OK
burs	SUBST	ANATOMIO	N	N	KF	NLM	4	R	# PIV:burso (bursa: anatomical sac) # OK
but	SUBST	N	N	N	KF	NLM	4	R	# PIV:but # OK
