# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
dekadenĉ	SUBST	N	N	N	KF	NLM	4	R	# PIV:dekadenĉo (cadence of ten) # OK
dekalin	SUBST	KEMIAJXO	N	N	KF	NLM	4	R	# PIV:dekalino (decalin: hydrocarbon) # OK
dekapod	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:dekapodoj (decapod crustaceans)
dekat	VERBO	N	T	N	KF	NLM	4	R	# PIV:dekati (to decant) # OK
dekatlon	SUBST	N	N	N	KF	NLM	4	R	# PIV:dekatlono (decathlon) # OK
dekil	SUBST	N	N	N	KF	NLM	4	R	# PIV:dekilo (decile: statistics) # OK
dekubit	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:dekubito (decubitus ulcer: bedsore) # OK
delekt	VERBO	N	N	N	KF	NLM	4	R	# PIV:delekti (to delight) # OK
deleĝ	VERBO	N	T	N	KF	NLM	4	R	# PIV:deleĝi (to delegate) # OK
delonik	SUBST	PLANTO	N	N	KF	NLM	4	R	# PIV:deloniko (royal poinciana genus Delonix) # OK
deltametal	SUBST	N	N	N	KF	NLM	4	R	# PIV:deltametalo (delta metal: brass alloy) # OK
deltaplan	SUBST	VETURILO	N	N	KF	NLM	4	R	# PIV:deltaplano (hang glider) # OK
demagoĝ	SUBST	N	N	N	KF	NLM	4	R	# PIV:demagoĝo (demagogue) # OK
demimond	SUBST	N	N	N	KF	NLM	4	R	# PIV:demimondo (demimonde: social class) # OK
demiurg	SUBST	N	N	N	KF	NLM	4	R	# PIV:demiurgo (demiurge: creator deity) # OK
demodeks	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:demodekso (Demodex: mite genus) # OK
demodeksoz	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:demodeksozo (demodicosis: mite infestation) # OK
demonologi	SUBST	N	N	N	KF	NLM	4	R	# PIV:demonologio (demonology) # OK
dendrit	SUBST	ANATOMIO	N	N	KF	NLM	4	R	# PIV:dendrito (dendrite: nerve cell projection) # OK
dendrokronologi	SUBST	SCIENCO	N	N	KF	NLM	4	R	# PIV:dendrokronologio (dendrochronology: tree-ring dating) # OK
dendrokronolog	SUBST	N	N	N	KF	NLM	4	R	# PIV:dendrokronologo (dendrochronologist) # OK
dendrolag	SUBST	ANIMALO	N	N	KF	NLM	4	R	# PIV:dendrolago (tree kangaroo genus Dendrolagus) # OK
dendrologi	SUBST	SCIENCO	N	N	KF	NLM	4	R	# PIV:dendrologio (dendrology: tree science) # OK
deng	SUBST	MALSANO	N	N	KF	NLM	4	R	# PIV:dengo (dengue fever) # OK
denotaci	SUBST	GRAMATIKO	N	N	KF	NLM	4	R	# PIV:denotacio (denotation: literal meaning) # OK
densometri	SUBST	MEZURILO	N	N	KF	NLM	4	R	# PIV:densometrio (densitometry: density measurement) # OK
