# morpheme	POS	MEANING	TRANS	WITHOUT_END	WITH_END	SYNTH	RARITY	FLAG	# SOURCE
dodekafonism	SUBST	N	N	N	KF	NLM	3	R	# PIV:dodekafonismo
dodoic	SUBST	N	N	N	KF	NLM	3	R	# PIV:dodoico
doger	SUBST	N	N	N	KF	NLM	3	R	# PIV:dogero
dojn	SUBST	N	N	N	KF	NLM	3	R	# PIV:dojno
dokt	ADJ	N	N	N	KF	NLM	3	R	# PIV:dokta
dolikot	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolikoto
dolin	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolino
doli	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolio
doliĥot	SUBST	N	N	N	KF	NLM	3	R	# PIV:doliĥoto
dolman	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolmano
dol	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolo
dolomit	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolomito
dolomitpetr	SUBST	N	N	N	KF	NLM	3	R	# PIV:dolomitpetro
domani	SUBST	N	N	N	KF	NLM	3	R	# PIV:domanio
dominec	SUBST	N	N	N	KF	NLM	3	R	# PIV:domineco
donaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:donacio
donak	SUBST	N	N	N	KF	NLM	3	R	# PIV:donako
dopantaĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:dopantaĵo
dopant	SUBST	N	N	N	KF	NLM	3	R	# PIV:dopanto
dopil	SUBST	N	N	N	KF	NLM	3	R	# PIV:dopilo
dor	ADJ	N	N	N	KF	NLM	3	R	# PIV:dora
dorid	SUBST	N	N	N	KF	NLM	3	R	# PIV:dorido
dorik	ADJ	N	N	N	KF	NLM	3	R	# PIV:dorika
doris	SUBST	N	N	N	KF	NLM	3	R	# PIV:doriso
dornumit	ADJ	N	N	N	KF	NLM	3	R	# PIV:dornumita
dorsantaŭ	ADJ	N	N	N	KF	NLM	3	R	# PIV:dorsantaŭa
drab	SUBST	N	N	N	KF	NLM	3	R	# PIV:drabo
dracen	SUBST	N	N	N	KF	NLM	3	R	# PIV:draceno
drakocefal	SUBST	N	N	N	KF	NLM	3	R	# PIV:drakocefalo
drakon	VERBO	N	X	N	KF	NLM	3	R	# PIV:drakoni
draĝe	SUBST	N	N	N	KF	NLM	3	R	# PIV:draĝeo
drimi	SUBST	N	N	N	KF	NLM	3	R	# PIV:drimio
drimis	SUBST	N	N	N	KF	NLM	3	R	# PIV:drimiso
driopterid	SUBST	N	N	N	KF	NLM	3	R	# PIV:driopterido
drol	ADJ	N	N	N	KF	NLM	3	R	# PIV:drola
dromice	SUBST	N	N	N	KF	NLM	3	R	# PIV:dromiceo
dromi	SUBST	N	N	N	KF	NLM	3	R	# PIV:dromio
drom	SUBST	N	N	N	KF	NLM	3	R	# PIV:dromo
drops	SUBST	N	N	N	KF	NLM	3	R	# PIV:dropso
drozofiledoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:drozofiledoj
drum	SUBST	N	N	N	KF	NLM	3	R	# PIV:drumo
duar	SUBST	N	N	N	KF	NLM	3	R	# PIV:duaro
duble	SUBST	N	N	N	KF	NLM	3	R	# PIV:dubleo
duenj	SUBST	N	N	N	KF	NLM	3	R	# PIV:duenjo
dufl	SUBST	N	N	N	KF	NLM	3	R	# PIV:duflo
dukdalb	SUBST	N	N	N	KF	NLM	3	R	# PIV:dukdalbo
dumdum	ADJ	N	N	N	KF	NLM	3	R	# PIV:dumduma
dup	SUBST	N	N	N	KF	NLM	3	R	# PIV:dupo
durativ	SUBST	N	N	N	KF	NLM	3	R	# PIV:durativo
duri	SUBST	N	N	N	KF	NLM	3	R	# PIV:durio
dutet	SUBST	N	N	N	KF	NLM	3	R	# PIV:duteto
duumvir	SUBST	N	N	N	KF	NLM	3	R	# PIV:duumviro
east	SUBST	N	N	N	KF	NLM	3	R	# PIV:easto
ebonacoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:ebonacoj
ebulioskop	SUBST	N	N	N	KF	NLM	3	R	# PIV:ebulioskopo
ecidi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ecidio
eci	SUBST	N	N	N	KF	NLM	3	R	# PIV:ecio
ecispor	SUBST	N	N	N	KF	NLM	3	R	# PIV:ecisporo
edentatoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:edentatoj
edil	SUBST	N	N	N	KF	NLM	3	R	# PIV:edilo
efeb	SUBST	N	N	N	KF	NLM	3	R	# PIV:efebo
efedrin	SUBST	N	N	N	KF	NLM	3	R	# PIV:efedrino
efedr	SUBST	N	N	N	KF	NLM	3	R	# PIV:efedro
efelid	SUBST	N	N	N	KF	NLM	3	R	# PIV:efelido
efemeropteroj	SUBST	N	N	N	KF	NLM	3	R	# PIV:efemeropteroj
efloreskaĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:efloreskaĵo
ef	SUBST	N	N	N	KF	NLM	3	R	# PIV:efo
efrit	SUBST	N	N	N	KF	NLM	3	R	# PIV:efrito
egilop	SUBST	N	N	N	KF	NLM	3	R	# PIV:egilopo
egiptologi	SUBST	N	N	N	KF	NLM	3	R	# PIV:egiptologio
ejakul	ADJ	N	N	N	KF	NLM	3	R	# PIV:ejakula
ejakul	SUBST	N	N	N	KF	NLM	3	R	# PIV:ejakulo
ejektiv	SUBST	N	N	N	KF	NLM	3	R	# PIV:ejektivo
ejgen	ADJ	N	N	N	KF	NLM	3	R	# PIV:ejgena
ejgen	SUBST	N	N	N	KF	NLM	3	R	# PIV:ejgeno
ejnŝtejni	SUBST	N	N	N	KF	NLM	3	R	# PIV:ejnŝtejnio
ejŝhorni	SUBST	N	N	N	KF	NLM	3	R	# PIV:ejŝhornio
ekbali	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekbalio
ekdison	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekdisono
ekinoidoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekinoidoj
ekinokok	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekinokoko
ekinops	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekinopso
ekinozooj	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekinozooj
eklektikist	SUBST	N	N	N	KF	NLM	3	R	# PIV:eklektikisto
eklipŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eklipŝo
ekonometrik	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekonometriko
ekranum	VERBO	N	X	N	KF	NLM	3	R	# PIV:ekranumi
eksceŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eksceŝo
eksciz	VERBO	N	X	N	KF	NLM	3	R	# PIV:ekscizi
eksklamaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:eksklamacio
ekspansiil	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekspansiilo
ekspektor	VERBO	N	X	N	KF	NLM	3	R	# PIV:ekspektori
ekspektorig	ADJ	N	N	N	KF	NLM	3	R	# PIV:ekspektoriga
eksplic	ADJ	N	N	N	KF	NLM	3	R	# PIV:eksplica
eksplic	VERBO	N	X	N	KF	NLM	3	R	# PIV:eksplici
ekspresionist	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekspresionisto
ekspreŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekspreŝo
ekstensant	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekstensanto
ekstens	VERBO	N	X	N	KF	NLM	3	R	# PIV:ekstensi
ekstens	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekstenso
ekstensor	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekstensoro
eksterej	SUBST	N	N	N	KF	NLM	3	R	# PIV:eksterejo
ekstrados	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekstradoso
eksvot	SUBST	N	N	N	KF	NLM	3	R	# PIV:eksvoto
ektazi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ektazio
ekt	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekto
ektoderm	SUBST	N	N	N	KF	NLM	3	R	# PIV:ektodermo
ektomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:ektomio
ekvipotencial	ADJ	N	N	N	KF	NLM	3	R	# PIV:ekvipotenciala
ekvipotencial	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekvipotencialo
ekvizetopsidoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekvizetopsidoj
ekv	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekvo
ekzark	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekzarko
ekzekutiv	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekzekutivo
ekzistism	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekzistismo
ekz	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekzo
ekzogami	SUBST	N	N	N	KF	NLM	3	R	# PIV:ekzogamio
ekzogen	ADJ	N	N	N	KF	NLM	3	R	# PIV:ekzogena
ekzokrin	ADJ	N	N	N	KF	NLM	3	R	# PIV:ekzokrina
ekzoter	ADJ	N	N	N	KF	NLM	3	R	# PIV:ekzotera
elafr	SUBST	N	N	N	KF	NLM	3	R	# PIV:elafro
elaidat	SUBST	N	N	N	KF	NLM	3	R	# PIV:elaidato
elani	SUBST	N	N	N	KF	NLM	3	R	# PIV:elanio
elapedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:elapedoj
elap	SUBST	N	N	N	KF	NLM	3	R	# PIV:elapo
elasmobrankoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:elasmobrankoj
elastin	SUBST	N	N	N	KF	NLM	3	R	# PIV:elastino
elastomer	SUBST	N	N	N	KF	NLM	3	R	# PIV:elastomero
elateredoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:elateredoj
elateriin	SUBST	N	N	N	KF	NLM	3	R	# PIV:elateriino
elatin	SUBST	N	N	N	KF	NLM	3	R	# PIV:elatino
eledon	SUBST	N	N	N	KF	NLM	3	R	# PIV:eledono
elefantedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:elefantedoj
elektrebl	ADJ	N	N	N	KF	NLM	3	R	# PIV:elektrebla
elektroforez	SUBST	N	N	N	KF	NLM	3	R	# PIV:elektroforezo
elektrokut	VERBO	N	X	N	KF	NLM	3	R	# PIV:elektrokuti
elektrum	SUBST	N	N	N	KF	NLM	3	R	# PIV:elektrumo
elektuari	SUBST	N	N	N	KF	NLM	3	R	# PIV:elektuario
ele	SUBST	N	N	N	KF	NLM	3	R	# PIV:eleo
eleokarit	SUBST	N	N	N	KF	NLM	3	R	# PIV:eleokarito
eletari	SUBST	N	N	N	KF	NLM	3	R	# PIV:eletario
elipŝ	SUBST	N	N	N	KF	NLM	3	R	# PIV:elipŝo
elitrigi	SUBST	N	N	N	KF	NLM	3	R	# PIV:elitrigio
elode	SUBST	N	N	N	KF	NLM	3	R	# PIV:elodeo
elokuci	SUBST	N	N	N	KF	NLM	3	R	# PIV:elokucio
eluantaĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eluantaĵo
eluant	SUBST	N	N	N	KF	NLM	3	R	# PIV:eluanto
elu	VERBO	N	X	N	KF	NLM	3	R	# PIV:elui
eluitaĵ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eluitaĵo
eluviad	SUBST	N	N	N	KF	NLM	3	R	# PIV:eluviado
eluvi	VERBO	N	X	N	KF	NLM	3	R	# PIV:eluvii
eluvi	SUBST	N	N	N	KF	NLM	3	R	# PIV:eluvio
emberizedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:emberizedoj
embolozig	SUBST	N	N	N	KF	NLM	3	R	# PIV:embolozigo
embrifitoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:embrifitoj
embriofitoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:embriofitoj
embriotomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:embriotomio
embritomi	SUBST	N	N	N	KF	NLM	3	R	# PIV:embritomio
embrokaci	SUBST	N	N	N	KF	NLM	3	R	# PIV:embrokacio
emersi	SUBST	N	N	N	KF	NLM	3	R	# PIV:emersio
emetin	SUBST	N	N	N	KF	NLM	3	R	# PIV:emetino
emetrop	ADJ	N	N	N	KF	NLM	3	R	# PIV:emetropa
emidedoj	SUBST	N	N	N	KF	NLM	3	R	# PIV:emidedoj
emig	VERBO	N	X	N	KF	NLM	3	R	# PIV:emigi
emigraci	SUBST	N	N	N	KF	NLM	3	R	# PIV:emigracio
emigrad	SUBST	N	N	N	KF	NLM	3	R	# PIV:emigrado
emigr	VERBO	N	X	N	KF	NLM	3	R	# PIV:emigri
eminenĉ	SUBST	N	N	N	KF	NLM	3	R	# PIV:eminenĉo
emi	SUBST	N	N	N	KF	NLM	3	R	# PIV:emio
